fit_max,fit_median,bestRS_nl,bestRS_unbal,unique_pop
24,21,24,6,100
25,22,25,7,100
25,22,25,7,100
25,22,25,7,100
25,22,25,7,100
25,22,25,7,100
25,22,25,7,100
25,22,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,23,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,1,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,3,100
25,24,25,7,100
25,24,25,1,100
25,24,25,3,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,3,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,7,100
25,24,25,7,100
25,24,25,3,100
25,24,25,7,100
25,24,25,5,100
25,24,25,1,100
25,24,25,7,100
25,24,25,7,100
25,24,25,3,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,7,100
25,24,25,5,100
25,24,25,7,100
25,24,25,1,100
25,24,25,7,100
25,24,25,7,100
25,24,25,1,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,1,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,5,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,3,100
25,24,25,7,100
25,24,25,3,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,3,100
25,24,25,5,100
25,24,25,7,100
25,24,25,3,100
25,24,25,5,100
25,24,25,5,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,1,100
25,24,25,7,100
25,24,25,7,100
25,24,25,3,100
25,24,25,5,100
25,24,25,5,100
25,24,25,7,100
25,24,25,7,100
25,24,25,1,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,3,100
25,24,25,1,100
25,24,25,3,100
25,24,25,5,100
25,24,25,7,100
25,24,25,3,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,1,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,1,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,5,100
25,24,25,5,100
25,24,25,5,100
25,24,25,1,100
25,24,25,7,100
25,24,25,3,100
25,24,25,3,100
25,24,25,3,100
25,24,25,3,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,1,100
25,24,25,5,100
25,24,25,7,100
25,24,25,3,100
25,24,25,3,100
25,24,25,5,100
25,24,25,7,100
25,24,25,7,100
25,24,25,3,100
25,24,25,3,100
25,24,25,5,100
25,24,25,3,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,1,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,7,100
25,24,25,5,100
25,24,25,7,100
25,24,25,7,100
25,24,25,3,100
25,24,25,5,100
25,24,25,7,100
25,24,25,7,100
25,24,25,5,100
25,24,25,5,100
25,24,25,5,100
25,24,25,7,100
25,24,25,1,100
25,24,25,3,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,7,100
25,24,25,3,100
25,25,25,7,100
25,25,25,3,100
25,25,25,7,100
25,25,25,7,100
25,25,25,1,100
25,25,25,5,100
25,25,25,5,100
25,25,25,7,100
25,25,25,7,100
25,25,25,7,100
25,25,25,5,100
25,25,25,3,100
25,25,25,3,100
25,25,25,7,100
25,25,25,7,100
25,25,25,3,100
25,25,25,7,100
25,25,25,1,100
25,25,25,5,100
25,25,25,7,100
25,25,25,5,100
25,25,25,3,100
25,25,25,7,100
25,25,25,7,100
25,25,25,5,100
25,25,25,7,100
25,25,25,5,100
25,25,25,5,100
25,25,25,1,100
25,25,25,7,100
25,25,25,7,100
25,25,25,5,100
25,25,25,7,100
25,25,25,3,100
25,25,25,5,100
25,25,25,1,100
25,25,25,7,100
25,25,25,3,100
25,25,25,7,100
25,25,25,3,100
25,25,25,3,100
25,25,25,3,100
25,25,25,5,100
25,25,25,1,100
25,25,25,3,100
25,25,25,7,100
25,25,25,7,100
25,25,25,5,100
